Gene Symbol	CRISPR score 
TSPYL2	-1.25
PGP	0.57
C22orf46	-0.43
SNRNP35	-1.49
DGAT2L6	-0.61
IRAK1	-0.82
CMSS1	-0.72
OLIG1	0.34
PCDH9	-0.09
ACOT1	0.14
OAF	-0.18
ALDH1A3	-0.46
CDR1	0.90
HIST2H2AC	-0.64
KCNK12	0.02
HIST2H2AB	-1.59
POU6F1	0.24
DEFB108B	-0.39
TM2D3	-0.46
TSSC4	-0.66
TACSTD2	0.22
CLECL1	0.15
SIX6	0.36
PRKD1	-0.32
CCSER1	-0.34
ZDHHC23	-0.78
MROH7	-1.75
S100A7A	0.56
SRPK3	-1.22
GDF3	-0.59
IQCF2	-0.23
SLIT3	-0.74
HIST1H2AK	-1.10
EFNA5	-0.42
MRGPRE	-0.85
KRTAP19-1	0.17
HIST1H1B	-0.12
SPATA32	-0.26
PKP3	-0.34
MAP7D2	-0.32
CSF1	-0.37
COLEC10	-0.40
ACTRT3	0.24
PLA2G6	-1.05
MAML2	-0.80
PABPC1L2B	-0.21
SS18L1	-0.49
KCND2	-0.11
TOP1MT	-1.69
COPB2	-1.45
LRRC19	0.43
THAP7	-0.07
KNTC1	-2.03
CCR10	-1.16
NCMAP	-0.63
BPIFC	-0.71
WDR27	-0.14
TXNRD2	-0.97
C1QTNF8	-0.49
FOXO4	-0.17
POU3F2	-0.41
PTP4A3	-0.53
FOXD4L1	-1.34
TMEM255B	-0.40
PROS1	0.31
GAST	-0.13
NUTM1	-0.19
HDDC3	-0.74
BEX5	-0.41
ZFP1	0.17
CEND1	-0.58
C6orf58	-0.24
DHRS7C	-0.30
DUSP8	-0.37
SOCS3	-0.75
C17orf74	-0.53
SLITRK6	-0.78
PIWIL3	-0.23
LPAR5	-0.41
XPOT	-1.11
TMEM173	-1.04
PDE4B	-0.41
FAM19A3	-0.06
C14orf180	-0.05
SNN	-0.12
KCNH7	-0.61
NELL2	0.29
KRBA2	-0.11
MED12	0.13
ZNF93	-0.39
SEPT9	-0.11
PRSS55	0.12
ODF4	-0.70
FOXD4L4	-1.41
CDCA2	-0.07
RALYL	-0.52
GSTT1	0.23
AMER1	-0.28
ZBTB40	-0.72
HIST2H2BE	-1.07
CLDN6	-0.25
SEPT5	-0.51
EIF4ENIF1	-1.59
LRRC26	-0.78
RNLS	-0.16
KRTAP6-1	-0.05
APOBR	-0.82
FAM110C	-0.59
DDX53	-0.94
ATL3	-0.40
MAGEA2	-0.42
NDUFA12	-0.23
RPS17	-1.66
SMIM10	-0.55
TCTE3	-0.64
UBE2G2	-0.59
SATL1	0.01
OSBP2	-0.64
TUSC5	0.00
PRR23B	0.20
HIST1H2AH	-0.30
ZBTB7C	-0.16
APOO	-0.06
PRR16	-0.60
TMED9	-0.68
DRD1	-0.60
TMEM186	-0.83
SDR42E1	-1.31
RBM33	-0.79
ARMCX2	-0.06
PIGW	-1.23
BTBD6	0.23
SRY	0.75
H1FX	-1.14
RBM43	0.29
SUMO3	-0.04
IMMP2L	-0.05
TCEAL2	-1.02
CLCNKB	-0.15
DMRTC1B	-0.94
JAG2	-1.04
FMNL1	-0.79
NUTM2A	-0.29
PTRHD1	-0.28
LCN12	-0.86
WT1	0.84
ZFP90	-0.01
MUC6	-0.66
NOC4L	-1.93
USP18	-0.05
NDUFA6	-0.85
CHRM5	-0.11
SORCS2	-0.53
TMEM121	0.13
TMEM106A	-1.28
SIVA1	-0.58
BRI3BP	0.29
IFNE	0.00
SLC22A10	-0.45
DGAT1	-0.23
RFX6	-0.32
ROBO2	-0.03
AP3M1	0.13
F8	0.00
NT5C1B	-0.98
CA13	0.03
UBOX5	-0.16
MAFF	-0.77
BRF1	-1.44
LRRC14B	-0.87
SEMA4B	0.34
CIB1	0.61
ANKS1B	-0.65
NELFA	-1.05
SLC24A3	-0.81
SGCZ	-0.03
C5orf47	0.06
KRT76	-0.27
FLRT2	-0.50
INTS5	-2.02
FAM169B	0.44
RPS27L	-1.10
MANEAL	0.68
ADSSL1	-1.00
ANO9	-0.80
FAF1	-0.75
MYADML2	-0.25
FAM43A	0.14
NDNL2	-1.81
HSF1	-1.68
C6orf120	-0.60
TBC1D3F	-2.01
PURA	-0.54
HIST1H2BL	-1.67
INPP5J	-0.52
NPY2R	-0.43
MIXL1	-0.63
MFSD6L	-0.51
LRRC37B	-0.55
DDX51	-1.70
NOMO2	0.02
AQP12B	0.03
ZNF479	-0.40
SIGIRR	-0.20
NRBP2	-1.18
PRSS57	-0.42
IFITM2	-0.28
TNFAIP2	-0.97
ZNF445	-1.09
PGBD2	0.07
WBP5	0.17
MC2R	0.20
RAB11B	0.09
PRMT3	-0.98
GP1BA	-0.80
PRPF39	-0.63
MAGEA11	-0.80
PPIL6	-0.25
ZNF74	-0.22
TEX28	-0.64
KIAA0825	-0.03
UBALD2	-0.87
TEX33	-0.68
CDNF	-0.16
NOTUM	-0.17
KLHL33	-1.27
RBM11	-0.07
WBSCR17	-0.41
ZBTB37	-0.25
NUPR1L	-0.10
IL3RA	-0.23
SPPL2C	-1.01
CCDC137	-1.32
SFTPA2	0.58
RGPD2	-0.36
ARL15	0.20
C12orf56	-0.40
SCN10A	-0.49
CDK10	-0.96
TMEM105	-0.03
SOCS1	-0.23
TCN2	-0.26
ATP6V0A2	-0.69
PARK2	0.26
C14orf80	-2.19
HS6ST3	-0.15
HGS	-1.91
TNFAIP8L1	-0.21
RAD51D	-1.76
MAPK11	-0.90
SP140L	0.00
MRPL30	-1.21
TARSL2	-0.94
SMYD3	-0.60
METTL7A	-0.16
IFNLR1	-0.33
SH3BGR	-0.40
FAM174B	-0.14
FAM47A	-0.71
KPNA7	-0.77
TMEM179B	-0.33
GPRIN3	-0.23
KRT6B	-0.14
PARPBP	-0.39
STAC3	-0.68
ROR1	-0.53
MUC1	-0.27
C17orf70	-1.93
IRF7	-0.31
L3MBTL1	-0.68
BRCC3	-0.04
SV2B	0.05
FAM131C	0.37
C11orf35	-1.36
C1orf227	0.04
PDE6G	-1.28
PRKG1	-1.17
NR2F2	-0.48
NXF2	-0.59
DLK1	0.03
TLCD2	0.09
LSAMP	-0.15
AHNAK2	-1.29
OLFML2A	-1.19
SP1	-1.31
SPATA8	-0.04
MRPL40	-1.31
DBX2	-0.14
FAM212A	0.02
PDIA2	-1.14
PCGF3	-0.21
LMLN	0.28
P4HB	-0.44
PSMD13	-1.66
PBX1	-0.17
NDUFA4L2	-0.15
SHC4	-0.82
KRT79	0.06
ZFP36L1	-0.96
UBE2L3	-1.73
NTF3	0.02
BRWD1	0.14
PMEL	-1.08
SYN3	-0.88
POU3F1	-0.67
SNAI3	-0.67
ZBTB3	0.26
LYG2	0.13
MORN5	0.14
PRAME	-0.30
C6orf201	0.08
MYBL1	-0.25
C16orf52	0.52
DRG1	0.66
ANKFY1	-0.73
ZNF696	-0.60
ADARB2	-0.32
NRG3	-0.11
SRL	-0.11
C11orf87	-0.70
IFIT1	0.03
XAGE2	-0.79
CXorf38	0.05
CLDN24	0.24
KCNQ5	-0.76
ADAMTSL5	-1.30
KCNIP4	0.15
SPATA31A6	0.63
MORF4L1	-0.53
NLRP9	-0.21
WDR53	-0.98
DMWD	-0.75
SLC52A2	-0.33
PIGP	-0.45
IKZF1	0.10
PCYT2	-0.84
NAT8L	-0.30
NPAP1	-0.34
BCAP31	-1.80
ARL17A	-0.50
GNB1L	-1.91
DNAH14	0.14
C1orf110	-0.62
EVI2B	-0.09
ZNF829	-0.21
TMPRSS11B	-0.06
THNSL1	-0.10
TRIM69	-0.15
ATP6V0C	-1.95
IFITM1	-0.29
PRSS38	-0.05
BPY2C	0.59
LAMP1	-0.37
FFAR3	-0.38
TAS2R60	-0.64
POMK	0.23
C16orf54	0.10
KLHDC8B	-1.16
KLHL34	-0.17
SETD4	-0.80
PTCH1	0.16
RTN4RL1	-0.80
CALHM1	0.25
KRTAP5-5	0.46
NKAIN3	-0.21
NXF2B	-0.34
RNPC3	-2.47
ZNF267	0.41
IRS2	-1.67
C7orf61	-0.42
FAM186A	-0.86
SHOX	0.62
LCE3A	-0.05
BICD2	-0.50
LCE3E	-0.59
CCIN	-0.98
TMLHE	-0.12
H2AFB3	-0.81
DEFB128	0.76
SLITRK2	-0.12
PLK5	-1.38
RASA3	-0.86
F8A3	-1.51
LRCH3	-1.01
LEMD1	-0.18
ATP4B	0.05
NDUFA13	-1.04
ZNF566	-0.05
ZNF529	-0.13
ZNF284	-0.25
HTR3E	-0.66
DLEU7	-0.23
KRT73	0.38
TAL2	-0.59
AIDA	-0.85
C15orf41	-2.08
CD300LF	-0.79
ZPBP2	-0.12
KRT5	-0.48
NBPF6	-0.05
GSAP	-0.19
HTR3D	-0.44
AGBL4	-0.93
ARGFX	-0.39
CYP2R1	-0.63
LRRC70	-0.07
ANKRD46	-0.50
PIP5K1C	-0.53
CYP4F2	0.50
TEX38	-0.40
ZBTB6	-0.07
C2orf76	-0.28
TAS2R42	-0.57
POLR3C	-1.66
C2orf53	-0.38
UBL4B	-0.41
WWOX	-0.36
CYP4Z1	0.33
CCDC84	-2.03
BCL9L	-0.77
POLR1D	-0.70
KIF18B	-1.24
ZNRF1	0.31
FFAR4	-0.59
BPIFB3	-0.61
BPIFB4	-0.20
SAPCD2	-0.35
EDARADD	-0.47
SLC51B	0.00
CYP4F12	-0.04
MARC1	-0.33
LCE5A	0.06
SOWAHB	-0.25
BLOC1S4	-0.51
LCE1E	-0.17
ZNF749	-0.47
KLHL32	-0.22
MKL2	-0.06
BTLA	0.00
ZNF17	-0.24
KDM4D	-0.40
GPAT2	-0.11
TOR3A	-0.36
PABPC1L2A	-0.21
GABRA5	-0.14
PPP1CC	-0.68
ZNF555	0.12
NAP1L3	-0.55
PRELID2	-0.07
BACE1	-0.56
RGS9BP	-0.33
TMEM212	-0.09
SLC36A3	-0.86
SLC36A2	-0.75
THBS2	0.17
RXRA	-1.06
ANKRD37	-0.08
C9orf47	-0.15
NUDT17	-0.18
KIAA1024L	0.29
ZNF75D	-0.05
CYP4X1	-0.13
KRT26	-0.85
KRT10	-0.77
CD300E	-0.77
CCDC30	-0.21
NKRF	-0.24
GLDN	-0.26
FCAR	0.49
KPNA4	-1.35
TRDN	0.32
KRT3	-0.23
ZNF501	0.34
ZNF197	-0.42
SPATA12	-0.42
TMPRSS12	0.65
FAM228A	-0.08
DEFB132	-0.03
NAP1L2	-0.87
RPS23	-2.35
GNG2	-0.05
BTN3A2	-0.08
AKAP14	-0.52
PCLO	-1.44
KLK12	-0.64
RGS7BP	-0.15
INSIG1	-0.90
MYT1L	-1.62
C5orf38	-0.14
ZNF396	-0.59
TMEM222	-0.41
CLCNKA	-0.54
ARHGAP30	-0.31
SEPT10	-0.50
FAM86B1	-0.75
CYP4F3	0.91
SMYD4	-0.47
DEFB105A	0.54
FOXD2	-0.63
GPATCH8	-0.28
CEACAM19	-0.82
NF2	1.08
C6orf1	-0.74
DEFB106A	0.64
SPATC1	-0.58
UBE2H	0.09
DEFB105B	0.54
HPDL	0.04
KATNA1	-0.65
FSD2	-0.57
ARAP1	-0.43
KIF24	-0.32
PDE2A	-0.80
LRRC16B	-1.02
PRG2	-0.34
PRR5	-0.67
ZFP91	-1.29
C17orf58	-0.04
BCDIN3D	0.10
MAGEE2	-0.61
CYP27C1	-0.33
LYRM7	-0.78
CCDC42B	-0.51
CCDC73	0.01
BCR	-0.89
MPPED1	-0.47
FSCN2	-0.77
FOXI2	-0.18
SPIN4	-0.31
ZNF732	-0.36
SPIN2B	-0.49
FOXE3	-0.63
HYAL3	0.28
KCNK18	-0.28
IFNA10	-0.21
VSIG10L	0.06
ANXA8L2	-0.58
CXCR3	-0.47
ZNF397	0.29
ZSCAN30	-0.05
TPCN1	-0.61
LILRB4	-1.18
C2orf27B	-1.16
TNFRSF4	-0.41
KRT16	-0.03
HEXIM1	-0.18
SELV	-0.52
LCE1A	-0.02
KRT14	-0.05
TRABD2A	-0.75
KRTAP17-1	-0.74
PDZD7	-1.00
POFUT2	-0.45
QRFPR	-0.33
MAPT	-0.77
ERCC6L	-2.17
TMEM17	-0.01
TNFRSF18	0.57
FGF3	-0.17
C1QL4	0.46
RTN4RL2	-0.51
ZDHHC17	-0.05
SERPINA11	-0.56
P2RY4	-0.47
ZNF395	-1.00
ZACN	-0.77
KRTAP22-1	0.81
KRTAP19-6	0.04
KRTAP6-2	0.18
PPARA	0.07
TMEM232	-0.17
KRTAP19-2	0.01
KRTAP19-4	-0.39
KRTAP15-1	-0.06
KRTAP13-4	-0.12
FAM183A	-0.29
EFCAB6	-0.96
KRTAP19-5	-0.46
KRTAP23-1	0.43
KANK3	-0.38
EMID1	-0.22
ACTL7A	-1.30
KRTAP21-1	-0.12
RHD	0.99
C17orf82	-1.00
ESPN	-0.94
PNLIPRP1	-0.48
PTRH1	0.08
KRTAP21-2	0.25
SAMD7	0.00
GPR141	-0.46
TMPRSS6	0.35
CYP4A11	0.25
TMEM216	-0.37
RPS19BP1	-1.60
TMPRSS11A	0.05
C3orf70	-0.50
TEAD1	0.16
DEFB106B	0.64
PLCD1	-0.58
CCK	0.00
ENTPD5	-0.20
MITF	-0.05
HEATR4	0.07
NAP1L1	0.09
LILRA5	-0.48
CMC1	0.18
SLIT1	-0.56
LYPD6	0.34
AKR1C1	-0.73
VSTM2B	-0.82
FOXD3	-1.19
SPATA21	-1.84
MRPS21	-1.70
RNF220	-0.82
ANGPTL5	0.03
KIAA1598	0.30
H1FNT	-0.26
LCE4A	0.35
LCE2A	-0.47
KRTAP12-1	0.01
LCE2C	0.34
ZNF546	-0.83
TSPYL4	-0.13
DAZ3	0.50
MT1X	-0.61
GCNT1	-0.59
LCE2D	0.37
SESTD1	-0.24
LCE3B	-0.26
FNBP1	-0.59
DYNC2H1	-0.32
KRT12	-0.31
MAGED4B	-1.56
BCAM	-1.15
RSBN1L	-1.49
NPSR1	-0.82
WDR86	-0.19
EPOR	-0.62
FAM9C	-0.42
KRTAP9-8	-0.15
CIDEC	0.33
DCC	-0.76
TAF9B	-0.42
PCDHB13	0.43
MAGI2	-0.51
LUZP2	0.48
CHP1	-1.32
RDM1	-0.15
FPR3	-0.03
HIST1H1T	-0.51
KCNJ11	-0.10
CDHR4	-0.23
COL4A1	-0.32
PLEKHG7	-0.78
GJA4	-0.38
PTMA	-2.63
CXorf27	-0.65
HSPA14	-2.41
ATP13A5	-0.43
SIRT7	-0.90
C4orf40	0.28
IFT140	-0.36
POTEM	0.11
PRAMEF10	-0.70
AGMO	-0.71
SBK2	-0.82
CYP26C1	-0.08
TLR5	-0.56
USP7	-2.25
NANOS3	0.21
FOXD4L3	-0.94
NHLRC1	-0.14
DPPA3	-0.89
COX8C	-0.43
PLEKHN1	-1.08
TMEM247	-0.43
MAGEH1	0.27
TET3	-1.19
ZNF286A	-0.66
ISG15	-0.37
EXD3	-0.57
TMEM8C	-0.40
C17orf97	-0.52
ZKSCAN4	0.07
RGPD1	-0.38
DHRS4L2	0.32
SAMD11	-0.22
VMAC	-0.20
C5orf52	0.40
HAPLN4	-0.39
ERC2	-0.18
B3GALTL	-0.40
SPRY4	-0.31
ERAS	-0.67
TRPV2	-0.70
AMTN	-0.19
C2orf88	0.65
TMEM203	-0.82
SLC18A3	0.37
KBTBD12	-0.50
THSD4	-0.54
DNAJB13	-1.11
GABRD	-0.06
AMY1C	0.70
TCEA1	-0.85
NHEJ1	-0.42
FANCA	-1.72
SECISBP2	-1.15
C9orf153	0.68
SSX7	-0.31
ADH1A	0.17
SEMA4D	-0.98
KRTAP10-8	-1.15
LIN28B	-0.97
FAM69C	-0.24
MCRS1	-0.72
TMEM72	-0.09
SCXB	-0.35
FANCM	-1.40
ZNF70	-0.30
CARD9	-0.45
PEAR1	-0.74
ZFP69B	-0.26
TMEM202	-0.77
SOWAHD	-0.67
ZFP69	-0.44
HELT	-0.50
ZCCHC16	-0.33
TMEM220	0.60
C2orf78	0.17
HIST1H1C	-0.37
EIF4EBP1	-0.32
P2RX2	-0.90
ASCL4	0.06
CCDC157	-0.83
TTC24	-0.08
FAM122A	1.61
PALM3	-0.56
GFRAL	0.21
C1orf168	-0.27
SHISA7	-0.54
DMBT1	-0.67
CLEC17A	-0.52
LCN10	-0.90
LDLRAD2	-0.84
C2orf66	0.33
ARHGAP11B	-1.07
CYHR1	-0.56
COL14A1	-0.10
DNER	0.44
CPSF4L	-0.27
KLHL17	-0.61
ZCCHC13	-0.53
ZSCAN23	-0.49
HIST1H2BG	-0.44
RINL	-0.50
C17orf99	0.23
TPRG1	-0.71
C1orf204	0.11
MORN2	0.08
CXXC11	-0.03
S100A3	-0.14
UBQLN2	-0.32
RILPL1	-1.30
C19orf67	0.11
ZNF490	0.04
CLCN1	-0.23
NRN1L	-0.64
NWD1	-0.54
ARL4C	-0.65
RNF133	-0.12
TMEM221	-0.09
TREML4	-0.60
RAB42	-0.49
WNT7B	-0.05
SCGB1C1	-1.46
PRSS45	-0.50
PLA2G4E	-1.08
GPR89B	-0.82
MESP2	-0.43
FAM25A	-0.56
EYS	0.67
C6orf132	-0.90
DAZ1	0.53
MAPK12	0.11
TMEM215	-0.52
NUTM2G	0.08
COL4A5	-0.90
KRTAP10-6	-0.04
AGRN	0.24
NHS	-0.28
OTOG	-0.64
FAM166A	0.05
TMPPE	-0.34
ZNF626	-0.05
HEPACAM2	-0.14
SMTNL2	-0.14
ZC3H6	-0.39
LAMTOR4	-1.42
PRKAR1B	-0.32
NCR3LG1	-0.73
DCUN1D3	-0.05
POTEE	-1.44
ZNF793	0.30
TUBB4B	-0.48
AGAP4	-1.06
COMMD6	0.18
PLA2G2A	-0.02
IL17REL	-0.48
HYKK	-0.18
C15orf62	-0.42
FAM25C	-0.95
ZNF383	-0.42
HES4	0.18
IGFL1	-0.02
ZNF669	0.31
C19orf35	-0.41
LRRIQ4	-1.54
CENPP	-0.86
PLSCR1	-0.30
C3orf62	0.06
ZNF559	-0.07
SBK1	-0.71
BSPH1	0.39
GTF2F2	-0.85
FAM92A1	-0.47
FOCAD	-1.71
PRR19	-0.13
ZP3	-0.65
C10orf99	0.04
H3F3C	-0.66
IFNA2	-0.05
JAKMIP3	-0.40
PPP3R2	-0.45
PDCD1	-1.01
CLEC2A	0.30
GPR21	-0.27
TCTEX1D4	-0.65
SELL	0.11
CHM	-0.08
NANOS2	-0.24
BLOC1S5	-1.16
CERKL	0.38
SLC24A5	0.03
IER5L	-0.57
H2AFX	-0.62
INSC	-0.59
SERPINA5	-0.85
C19orf54	-0.82
LCTL	-0.55
NCCRP1	-0.20
KRTDAP	-0.19
COL25A1	-0.52
FAM83G	-1.09
C9orf171	-0.51
SRSF10	-0.48
HBA2	-0.56
DUSP28	-0.13
C15orf52	0.13
NBR1	-0.88
RALGAPA2	0.29
NDOR1	-2.51
NKAIN2	-0.15
KRTAP1-1	0.08
PAQR9	0.09
CLN3	-0.03
FAM72B	-0.34
ASAH2	-0.71
SUMO2	-0.17
NANOS1	-1.70
HMX3	0.21
IGFL3	0.02
ZNF177	0.25
LDOC1L	0.01
DPYD	0.69
S100A16	0.08
PTAR1	-1.81
CC2D2B	-0.19
RNASE9	0.75
FAM154B	0.01
RHCE	0.18
C2orf80	-0.03
PARVB	-0.05
SCXA	-0.35
SLC4A5	-0.92
UROS	-1.21
KRTAP24-1	-0.24
ZDHHC9	-0.22
ZBED6CL	-0.13
QRFP	-0.21
DUPD1	-0.03
SMIM15	-0.50
OSTN	-0.16
VWC2	0.01
FAM221A	0.05
TMEM120B	-0.50
FSIP2	-0.66
RBM34	-1.83
NOXA1	-1.18
TMEM198	-0.33
BCL2L15	0.01
FZD9	-0.01
SPRED3	-0.05
OPTC	-0.61
ADRB3	-0.39
SKOR1	0.25
CATSPER4	-0.42
PRELP	-1.07
PLA2G2E	-0.02
ZNF548	0.30
MTF1	-1.84
TMCO2	0.28
SHISA6	0.28
TMEM201	-0.26
NHLRC3	-0.12
HMX2	-0.49
SNTN	-0.19
ZDHHC11	0.19
FAM26F	0.11
CNR2	0.04
SLX4	-0.91
GLRA4	-0.24
ENTPD8	-0.12
RPL14	-2.45
BEND4	-0.44
FAM78B	0.13
ZNF563	0.88
TMC3	-0.04
FBF1	0.00
KLRG2	-0.07
ASTL	-0.58
GPR179	-1.04
MSL1	-0.40
LRRK2	-0.33
BSX	0.46
GJB3	-0.62
FAM196A	-0.58
TRMT2B	0.03
PTPLAD2	-0.07
C1orf192	-0.25
NYX	-1.03
FAM120AOS	-0.53
UTS2B	0.00
C9orf152	-0.18
NOC2L	-1.49
MSANTD1	-0.56
AADACL3	-0.79
NELFB	-2.66
HIST1H4D	-1.19
LIPI	-0.08
LRRC66	-0.25
ZNF292	0.81
HUS1B	0.14
KCTD21	-1.00
SBSN	-0.91
ADAT2	-0.84
KIR2DL4	0.08
MAGEB16	0.01
DUSP21	-0.54
ZNF567	-0.47
NDUFA4	-0.36
ALKBH2	-0.40
RNFT1	-0.39
RNF222	-1.10
CGB5	-0.49
RELN	-0.35
FAM111B	-0.25
APOD	-0.27
H1F0	-0.50
GAGE2A	0.93
LITAF	-0.32
VSTM1	0.06
ARID2	-0.39
FAM25B	-1.06
SF3B3	-2.90
PRSS48	0.25
IL1RAPL2	0.03
BLOC1S3	-0.66
SP6	-0.82
ANKRD34B	0.03
PLAC9	-0.02
FAM47B	-0.71
NKAPL	-0.06
FSCB	0.27
CLDN4	-0.10
ZNF573	-0.07
GRAPL	-1.17
FAM47E	-0.02
HN1	0.06
ZNF527	-0.31
ZAR1L	0.50
KRTAP10-12	-0.72
S100A13	-0.40
ZNF33A	0.22
KRT77	-0.48
PCDH18	0.07
DCAF8L2	-0.29
ZNF600	0.60
BTBD8	-0.23
MAOA	0.40
C15orf61	-0.14
NUGGC	-0.76
TSPYL1	-0.95
SPANXN3	0.29
TRIM64B	-0.20
PNRC2	-0.17
C22orf43	-0.18
GJB5	-1.10
FHIT	-0.43
FAM150B	-0.02
ZKSCAN3	-0.30
FOXR2	-0.07
RRP7A	-0.36
LIN54	-0.51
FAM53B	-0.25
FAM180A	-0.47
C6orf222	-0.51
SPANXN4	0.54
S100A14	-0.45
KAZN	-0.65
SLC35E2B	0.47
FAM179A	-1.33
TMEM194B	-0.50
ALG1L	-0.28
KIAA0408	-0.66
GSPT2	-0.60
TBC1D28	-0.57
C8orf76	-0.22
CXCL17	0.13
OTUD6A	-0.46
HMGB1	-1.77
MMP23B	-0.60
SH2D5	-0.17
ZFP92	-0.50
NCR1	-0.29
GJB4	-0.78
BLOC1S2	-0.58
SYCP2	0.12
IL1RAP	0.26
PTPRT	-0.59
MYBPC1	-0.68
PAX5	-0.24
SPOCK3	-0.20
ZNF676	0.34
ZNF699	-0.78
TDRD7	0.11
C16orf93	-0.02
KIAA0895L	-0.26
HLA-DRB1	0.52
VN1R2	-0.44
MYT1	-0.43
SERPINA3	-0.72
AKR1C3	-0.14
SPATS2L	-0.11
ZNF250	-0.32
WDSUB1	-0.37
ZNF79	-0.94
S100A4	-0.48
PLEKHG4	0.44
KRTAP4-3	-0.62
FAT4	-0.45
C8orf86	0.16
KIF19	-0.13
ZNF681	-0.53
HIST1H4A	-0.08
ACADSB	-0.32
STK40	-0.96
TMEM63A	-0.72
CTSE	-0.36
SEMA4A	-0.74
HRCT1	-1.14
MPHOSPH8	-1.29
GREB1	0.28
SIRPB2	0.34
ZNF766	-0.18
RYR1	-0.38
SRGAP3	-0.05
KRTAP5-3	-0.12
HIST1H2BB	-0.44
FAM217B	-1.07
SULT1C3	-0.47
LCOR	-0.59
SUPT5H	-1.87
XPNPEP3	-0.57
ZNF107	-0.42
SFTA2	-0.32
PPIA	-1.38
ZNF471	0.32
ZNF836	0.32
ZNF493	0.60
GTF2IRD2	-0.43
GRM7	0.25
SUPT3H	-1.11
NIF3L1	-0.28
ATP2A1	-1.23
IARS	-2.05
POM121	0.27
ZBTB44	-0.05
GIMAP5	-0.02
HIST1H2BO	-0.18
STK31	-0.40
CGB7	-0.28
NLGN3	-0.71
ADH7	-0.18
ZKSCAN7	-0.04
ZNF729	0.67
CD55	-0.17
CPNE4	-0.55
ZNF565	-0.16
NTNG2	-0.41
ELAVL3	-0.85
WDR5	-1.36
LONP1	-1.65
C9orf163	-0.58
TRRAP	-2.14
NUDT11	-0.24
FUT4	-0.62
ASB13	0.29
HIST1H2BM	-1.16
SLC35F1	0.01
ZNF34	-0.04
ZNF781	-0.68
ZNF140	-0.55
INCA1	-0.75
ZNF774	-0.45
PTPN1	-0.93
EVL	-0.04
SPANXD	0.04
THEM5	-0.69
NOXO1	0.19
ZNF658	-0.66
EPHB4	-0.16
PRTN3	0.33
ZNF765	-0.57
ZNF124	-0.33
XRCC6	-1.54
S100A5	-0.84
PPP1R26	-0.19
NBPF4	-0.08
TSC22D2	0.52
CRYBA4	-0.25
ASMT	-0.02
ZNF569	-0.02
ARMCX4	0.64
YRDC	-0.57
ZNF777	-0.17
PIK3R4	-0.67
ZNF775	-0.33
ZNF605	0.03
TRAPPC2	-0.73
RFX8	-0.83
MYL6B	-0.61
ZNF799	-0.50
SIAH1	0.39
GK2	-1.15
C20orf96	-0.42
ESRRG	-0.24
IPO4	-3.17
NCOR2	-1.13
SULT1A1	0.19
ARL9	-0.25
PRPF40A	-1.25
GDAP2	-0.81
TCEAL3	-0.22
ANAPC7	0.20
TPK1	-0.09
SLC6A9	-1.07
AFAP1	-0.70
NACA	-0.45
HIST1H3C	-0.27
C1orf186	-0.10
MYO18A	-1.57
SPTSSB	0.35
C17orf59	-0.49
MAN2A2	-0.44
MME	-0.26
FAM72A	-0.21
CACNA1H	-0.64
SULF2	-0.19
HBG2	-0.25
LAMA2	-0.65
PFN3	-0.02
PLXNB2	-0.15
AJAP1	-0.11
XRCC2	-2.01
MYO6	-0.36
MKL1	-1.58
HDAC2	-0.14
ZNF782	0.17
SLC22A25	-0.36
POTEF	0.47
ZNF846	-0.31
MMP1	0.09
ADH1B	-0.11
UGT2B15	-0.57
RIMBP3	-0.09
TCF4	-0.78
WNK3	-0.32
ACN9	0.74
HRH1	-0.05
RABL6	0.03
ZNF136	-0.30
ZKSCAN5	-0.44
ZNF502	0.38
TRAPPC4	-2.22
TTC30B	-0.25
SLC30A10	-0.40
TECPR2	-0.46
TLR7	-0.34
ZFP62	-0.60
ERI2	0.27
TOMM7	-0.30
TRPV1	-0.28
ZNF33B	-0.54
ZNF512B	-0.03
AMZ2	0.83
ZNF431	-1.11
FAM150A	-0.54
NF1	-0.31
VKORC1L1	-0.23
ZNF418	0.30
DAPK1	-0.19
LCE1B	-0.17
HLA-DQA1	0.64
COL27A1	-0.91
GM2A	-0.12
HIST1H2AI	-1.77
CLPSL2	0.21
S100A2	-0.75
ZNF700	0.21
POU3F4	0.23
ANKRD20A1	-0.82
CD47	-0.38
TLE1	0.22
MAML3	-0.70
HIST1H2AG	-0.32
STRN3	-1.00
ZNF239	0.01
SPINK14	0.65
SPRR2B	-0.28
CHRNG	-0.53
ZSCAN16	0.23
MVB12B	-0.55
C6orf106	0.20
POTEI	0.27
ADA	-0.42
ARID5A	-0.50
PATE2	0.30
PPTC7	-0.34
KRT39	-0.03
TOMM20L	-0.39
RGPD4	-0.52
NHLRC2	0.09
HIST1H2AD	-1.19
ZFP28	-0.27
KIAA1211L	-0.21
CBWD3	-1.29
SCN8A	-0.61
LAMB3	0.41
HIST3H2BB	-0.30
C5orf48	0.26
KPNA5	0.35
ARHGEF12	0.05
HCAR1	-0.70
PDLIM7	-0.34
FLNA	0.29
TMEM26	0.01
RIMBP3B	-0.20
SRGAP1	0.22
FAM3C	-0.77
NOP9	-2.78
ZNF705A	-1.09
SLC39A10	-1.11
CASP4	0.28
AP2A1	-0.01
PCDHB16	-0.26
HIST1H3E	-0.21
ZNF585A	0.40
FUT11	-0.53
