Gene,Annot,IPSC_1_inh,IPSC_2_inh,K562_1_inh,K562_2_inh,IPSC_AV_inh,K562_Av_inh,IPSC_Av_Cut,K562_Av_cut,iPSC_1_cut,iPSC_2_cut,chr,strand.y,Count,tss_id,tss_start,start,TSS_distance,Unique,chr_type,distance,bidirectional,distance_to_neighbour_TSS,max_off_target,crispr_off_target
FASTKD3,Other,-0.6161132,-1.038554,0.9359875,-0.6709126,-0.8273336,0.13253745,-0.24150545,-0.06453493055,-0.1307012,-0.3523097,5,-,1,hg_60871.1,7869029,7868976.66666667,52.3333333333333,Unique,Autosomal,close,<1000,118,1,specific
MTRR,Other,-0.1501105,-0.5116489,0.02103927,0.1778076,-0.3308797,0.099423435,-0.3014395,-0.1966246,-0.3318133,-0.2710657,5,+,1,hg_55676.1,7869147,7869188,41,Unique,Autosomal,close,<1000,118,1,specific
SEMA5A,Other,-0.5361696,-0.5938317,0.5675348,-0.4641463,-0.56500065,0.05169425,0.79903165,0.104255395,0.8478314,0.7502319,5,-,1,hg_60880.1,9546074,9545995.66666667,78.3333333333333,Unique,Autosomal,close,NA,703813,1,specific
FAM173B,Other,-4.713963,-4.515503,-0.8077052,-0.1214219,-4.614733,-0.46456355,-0.21549545,-0.171262505,-0.2492353,-0.1817556,5,-,1,hg_60884.1,10249887,10249816,71,Unique,Autosomal,close,<1000,400,1,specific
CCT5,CEG,-4.149982,-4.624822,-2.249131,-2.522267,-4.387402,-2.385699,-0.95591585,-1.11601885,-1.103258,-0.8085737,5,+,1,hg_55691.1,10250287,10250331.3333333,44.3333333333333,Unique,Autosomal,close,<1000,400,2,non-specific
CMBL,Other,-1.038869,-0.6690128,-0.4150915,-0.09431354,-0.8539409,-0.25470252,0.38923145,0.146776405,0.3832949,0.395168,5,-,1,hg_60893.1,10307901,10307832.6666667,68.3333333333333,Unique,Autosomal,close,NA,57614,1,specific
ROPN1L,Other,-0.8640865,-1.169479,0.2967617,0.4225374,-1.01678275,0.35964955,0.20462215,0.32461435,0.2362624,0.1729819,5,+,1,hg_55709.1,10441910,10441926.6666667,16.6666666666667,Unique,Autosomal,close,NA,122399,1,specific
ANKRD33B,Other,-8.11028666666664e-4,0.234381935333333,-0.462528757666667,-0.356863574,0.116785453333333,-0.409696165833334,0.23052285,0.10643507,0.3032717,0.157774,5,+,1,hg_55718.1,10564309,10564342.6666667,33.6666666666667,Unique,Autosomal,close,NA,122399,1,specific
DAP,Other,-2.516673,-2.750489,0.05787184,-0.3091378,-2.633581,-0.12563298,-0.0709624465,0.161321715,-0.1336839,-0.008240993,5,-,1,hg_60912.1,10761221,10761142.6666667,78.3333333333333,Unique,Autosomal,close,NA,196912,1,specific
CTNND2,Other,-0.136206,-0.296958,0.4955891,0.3015076,-0.216582,0.39854835,0.3400779,0.42787275,0.2757128,0.404443,5,-,1,hg_60952.1,11904445,11384870.3333333,519574.666666667,Unique,Autosomal,far,NA,1143224,1,specific
DNAH5,Other,-0.3176331,0.001753463,0.3180326,0.05932475,-0.1579398185,0.188678675,-0.30778975,-0.2744756,-0.3236192,-0.2919603,5,-,1,hg_60961.1,14011762,14011694.3333333,67.6666666666667,Unique,Autosomal,close,NA,131579,1,specific
TRIO,Other,-0.2521629,0.1381838,-0.07610222,0.03844217,-0.05698955,-0.018830025,-0.031922015,-0.231793,-0.1041549,0.04031087,5,+,1,hg_55750.1,14143341,14143376.3333333,35.3333333333333,Unique,Autosomal,close,NA,131579,1,specific
FAM105A,Other,-2.092545,-2.154328,0.1994949,-0.1506726,-2.1234365,0.02441115,0.29737645,0.5035793,0.3204728,0.2742801,5,+,1,hg_55824.1,14581840,14581883.6666667,43.6666666666667,Unique,Autosomal,close,NA,82877,1,specific
OTULIN,Other,-0.1334349,-0.08495293,-0.3923044,0.2479825,-0.109193915,-0.07216095,0.3152593,0.1733437,0.3522472,0.2782714,5,+,1,hg_55831.1,14664717,14664770.3333333,53.3333333333333,Unique,Autosomal,close,NA,82877,1,specific
ANKH,Other,-1.809054284,-1.54122203466667,-0.817781104333333,-0.499430818333333,-1.67513815933333,-0.658605961333333,-0.268013375,-0.13767518,-0.5210685,-0.01495825,5,-,1,hg_60987.1,14871777,14871697.3333333,79.6666666666667,Unique,Autosomal,close,NA,207060,1,specific
FBXL7,Other,-3.823826,-4.118019,-2.564625,-1.587104,-3.9709225,-2.0758645,0.37986505,0.31697845,0.3897195,0.3700106,5,+,1,hg_55841.1,15500179,15500216.3333333,37.3333333333333,Unique,Autosomal,close,NA,628402,1,specific
ZNF622,Other,-5.607821,-6.257197,-1.720676,-1.70678,-5.932509,-1.713728,0.00487010500000001,0.1218399,0.09750271,-0.0877625,5,-,1,hg_61000.1,16465765,16465743,26,Unique,Autosomal,close,NA,272422,1,specific
MYO10,Other,-0.587205,-0.5643887,-0.05349096,0.05210923,-0.57579685,-6.90864999999999e-4,-0.13234341,-0.2168734,-0.08231862,-0.1823682,5,-,1,hg_61027.1,16738187,16936220,198033,Unique,Autosomal,far,NA,272422,1,specific
BASP1,Other,-8.356867e-5,0.2173491,-0.07972526,0.1660085,0.108632765665,0.04314162,0.30543395,0.20661249,0.1696133,0.4412546,5,+,1,hg_55862.1,17217630,17217686,56,Unique,Autosomal,close,NA,479443,1,specific
CDH18,Other,-1.980482,-1.493163,0.09831643,-0.309649,-1.7368225,-0.105666285,-0.2858585,-0.30055055,-0.31504,-0.256677,5,-,1,hg_61088.1,19988199,19988132.3333333,66.6666666666667,Unique,Autosomal,close,NA,2770569,1,specific
CDH12,Other,-0.02940754,0.06990773,0.2617811,-0.6662156,0.020250095,-0.20221725,-0.2535758,-0.1726545,-0.3029051,-0.2042465,5,-,1,hg_61107.1,22853343,22853307.3333333,35.6666666666667,Unique,Autosomal,close,NA,590185,5,non-specific
PRDM9,NEG,0.4497848,0.5431119,0.4305786,0.6094039,0.49644835,0.51999125,0.25443205,0.21436395,0.2363647,0.2724994,5,+,1,hg_55911.1,23443528,23507649,64121,Unique,Autosomal,far,NA,590185,1,specific
CDH10,Other,0.2574275,0.1043046,0.1648019,0.1978314,0.18086605,0.18131665,0.11129667,0.115337925,0.08725264,0.1353407,5,-,1,hg_61124.1,24644935,24644883,52,Unique,Autosomal,close,NA,1201407,1,specific
CDH9,Other,-0.06612811,0.09005257,0.1355587,-0.3943774,0.01196223,-0.12940935,0.26547525,0.3975786,0.1948748,0.3360757,5,-,1,hg_61137.1,27038585,27038522,63,Unique,Autosomal,close,NA,2393650,1,specific
CDH6,Other,-1.349177,-1.43472,-0.2768221,-0.4551318,-1.3919485,-0.36597695,0.1191889,0.140571235,0.1905245,0.0478533,5,+,1,hg_55957.1,31193768,31193787,19,Unique,Autosomal,close,NA,338305,1,specific
DROSHA,Other,-5.099205,-5.701108,-3.060587,-2.4954,-5.4001565,-2.7779935,-0.3736535,-0.141372015,-0.4512259,-0.2960811,5,-,1,hg_61161.1,31532073,31532027.6666667,45.3333333333333,Unique,Autosomal,close,<1000,227,1,specific
C5orf22,Other,-4.463362,-4.771992,-3.025544,-2.901499,-4.617677,-2.9635215,0.13459215,0.0798088,0.1557106,0.1134737,5,+,1,hg_55967.1,31532300,31532327.3333333,27.3333333333333,Unique,Autosomal,close,<1000,227,1,specific
PDZD2,Other,-0.08929026,-0.03865443,-0.01791554,0.3508201,-0.063972345,0.16645228,0.20513255,-0.140756765,0.155809,0.2544561,5,+,1,hg_55971.1,31639140,31639172.3333333,32.3333333333333,Unique,Autosomal,close,NA,106840,1,specific
GOLPH3,Other,-0.006839672,-0.07449899,-0.223649,-0.2033766,-0.040669331,-0.2135128,0.184080765,0.087510315,0.09762243,0.2705391,5,-,1,hg_61169.1,32174318,32174266.3333333,51.6666666666667,Unique,Autosomal,close,NA,138605,1,specific
MTMR12,Other,-1.200159,-1.301545,0.02166623,0.3250649,-1.250852,0.173365565,-0.31344375,0.011183925,-0.2715499,-0.3553376,5,-,1,hg_61175.1,32312923,32312852,71,Unique,Autosomal,close,NA,131816,1,specific
ZFR,Other,-2.128084,-2.131947,1.06803,0.2308796,-2.1300155,0.6494548,0.16922052,0.10827216,0.08756164,0.2508794,5,-,1,hg_61194.1,32444739,32444617,122,Unique,Autosomal,close,NA,131816,2,non-specific
SUB1,Other,-0.8006912,-0.9625037,0.3783793,0.04655765,-0.88159745,0.212468475,0.115589415,0.0463883,0.1633946,0.06778423,5,+,1,hg_56010.1,32585573,32585615.3333333,42.3333333333333,Unique,Autosomal,close,NA,124604,2,non-specific
NPR3,Other,0.1463374,0.06387888,0.4341415,-0.1641068,0.10510814,0.13501735,0.26675945,-0.13882615,0.3058589,0.22766,5,+,1,hg_56022.1,32710177,32711347.3333333,1170.33333333333,Unique,Autosomal,middle,NA,124604,1,specific
TARS,CEG,-5.081455,-5.097116,-1.99707,-1.396422,-5.0892855,-1.696746,-0.80793615,-0.91214025,-0.8381377,-0.7777346,5,+,1,hg_56048.1,33440992,33441042,50,Unique,Autosomal,close,NA,450991,1,specific
ADAMTS12,Other,-0.102556787666667,-0.143646747333333,0.184325004,0.406638844,-0.1231017675,0.295481924,-0.12999757,-0.1794173,-0.2138145,-0.04618064,5,-,1,hg_61225.1,33891983,33891921.6666667,61.3333333333333,Unique,Autosomal,close,NA,92670,1,specific
SLC45A2,Other,-0.365953,0.08821234,-0.1578299,0.1297006,-0.13887033,-0.01406465,0.3524041,0.10519085,0.2452577,0.4595505,5,-,1,hg_61230.1,33984653,33984607,46,Unique,Autosomal,close,NA,23395,1,specific
AMACR,Other,0.203160979333333,0.440631136,0.146028299333333,0.200553459,0.321896057666667,0.173290879166666,0.1908909,0.20926415,0.21769260000000001,0.1640892,5,-,1,hg_61235.1,34008048,34008008,40,Unique,Autosomal,close,NA,23395,1,specific
C1QTNF3,Other,-0.9678552,-0.6497285,0.1458523,0.03366958,-0.80879185,0.08976094,-0.042995155,-0.36541285,0.09208559,-0.1780759,5,-,1,hg_61238.1,34033389,34043151.6666667,9762.66666666667,Unique,Autosomal,far,NA,25341,1,specific
RAI14,Other,-0.06333587,0.09327685,0.1847484,0.08388051,0.01497049,0.134314455,0.0867360845,0.10934413,0.1723609,0.001111269,5,+,1,hg_56070.1,34656401,34656454,53,Unique,Autosomal,close,NA,182983,1,specific
TTC23L,Other,-0.03895004,-0.007542484,-0.319442,0.09308803,-0.023246262,-0.113176985,0.21919015,0.0476001475,0.229753,0.2086273,5,+,1,hg_56083.1,34839384,34839390.3333333,7.66666666666667,Unique,Autosomal,close,NA,76119,1,specific
RAD1,Other,-3.229467,-2.256079,-0.7253984,-0.643212,-2.742773,-0.6843052,-0.7863175,-0.6026565,-0.8576079,-0.7150271,5,-,1,hg_61250.1,34915503,34915450.6666667,52.3333333333333,Unique,Autosomal,close,<1000,212,1,specific
BRIX1,Other,-5.182406,-5.887653,-4.431924,-4.36982,-5.5350295,-4.400872,-0.6848569,-0.84530115,-0.7127196,-0.6569942,5,+,1,hg_56089.1,34915715,34915737.6666667,22.6666666666667,Unique,Autosomal,close,<1000,212,1,specific
DNAJC21,Other,-0.5013391,-0.2529985,-0.7230445,-0.5043791,-0.3771688,-0.6137118,-0.39209225,-0.24796755,-0.4577177,-0.3264668,5,+,1,hg_56092.1,34929589,34929634.3333333,45.3333333333333,Unique,Autosomal,close,NA,13874,1,specific
AGXT2,Other,0.105323863666667,0.250335082666667,0.263448804333333,-0.205626518333333,0.177829473166667,0.028911143,0.19233955,0.19782085,0.1211296,0.2635495,5,-,1,hg_61255.1,35047845,35047911.3333333,66.3333333333333,Unique,Autosomal,close,NA,118256,1,specific
PRLR,Other,-0.09137902,-0.1043035,0.1514387,0.04707501,-0.09784126,0.099256855,-0.7534614,-0.071178,-0.8723746,-0.6345482,5,-,1,hg_61274.1,35230474,35230423.3333333,50.6666666666667,Unique,Autosomal,close,NA,182629,1,specific
SPEF2,Other,0.3327177,0.07069443,0.6219449,0.2435549,0.201706065,0.4327499,0.26406425,0.25476197,0.1444891,0.3836394,5,+,1,hg_56099.1,35617871,35617907.3333333,36.3333333333333,Unique,Autosomal,close,NA,234851,1,specific
IL7R,Other,-0.4066787,-0.244488,0.2161503,-0.736744,-0.32558335,-0.26029685,0.32685975,-0.0171736,0.5081362,0.1455833,5,+,1,hg_56107.1,35852722,35856911,4189,Unique,Autosomal,middle,NA,85855,1,specific
CAPSL,Other,-0.09692441,0.09253531,0.2120505,-0.1005688,-0.00219455,0.05574085,0.17286206,0.112563529,0.09407222,0.2516519,5,-,1,hg_61292.1,35938577,35938560.6666667,16.3333333333333,Unique,Autosomal,close,NA,52812,1,specific
UGT3A1,Other,-0.03137108,0.2652423,-0.41177,-0.3516208,0.11693561,-0.3816954,0.2675805,0.174303375,0.3108018,0.2243592,5,-,1,hg_61298.1,35991389,35991305.3333333,83.6666666666667,Unique,Autosomal,close,NA,52812,1,specific
UGT3A2,Other,-1.477383,-1.072483,-0.4872159,-0.5641808,-1.274933,-0.52569835,0.40086915,0.19760215,0.3481343,0.453604,5,-,1,hg_61302.1,36066881,36066815.3333333,65.6666666666667,Unique,Autosomal,close,NA,75492,1,specific
LMBRD2,Other,-0.2151949,-0.03313571,-0.01712017,0.3877602,-0.124165305,0.185320015,0.1973813,0.1260720985,0.1680392,0.2267234,5,-,1,hg_61308.1,36151886,36151824,62,Unique,Autosomal,close,<1000,224,1,specific
SKP2,Other,-0.6124753,-0.4581714,-0.6585302,-0.5703538,-0.53532335,-0.614442,-0.22984232,-0.1936149,-0.09587834,-0.3638063,5,+,1,hg_56124.1,36152110,36152144.3333333,34.3333333333333,Unique,Autosomal,close,<1000,224,1,specific
NADK2,Other,-2.348258,-2.714441,-0.100481,-0.1033271,-2.5313495,-0.10190405,-0.27294585,-0.2003829,-0.1490088,-0.3968829,5,-,1,hg_61316.1,36241633,36241846.6666667,213.666666666667,Unique,Autosomal,close,NA,60266,1,specific
RANBP3L,Other,0.02631836,-0.04726061,0.1013563,-0.2288388,-0.010471125,-0.06374125,0.7815863,0.156860915,0.7399769,0.8231957,5,-,1,hg_61326.1,36301899,36301856.6666667,42.3333333333333,Unique,Autosomal,close,NA,60266,1,specific
SLC1A3,Other,0.04744136,-0.06421613,0.1605445,0.06875581,-0.008387385,0.114650155,0.2850617,0.367445645,0.2249435,0.3451799,5,+,1,hg_56131.1,36606605,36606653.6666667,48.6666666666667,Unique,Autosomal,close,NA,270163,1,specific
NIPBL,Other,-0.2029077,-0.09458278,-0.3431537,-0.5654784,-0.14874524,-0.45431605,-0.43804795,-0.71904735,-0.5574081,-0.3186878,5,+,1,hg_56161.1,36876768,36876871,103,Unique,Autosomal,close,NA,270163,1,specific
C5orf42,Other,0.02612768,0.02714125,-0.3129189,0.02564797,0.026634465,-0.143635465,0.46412455,0.19075671,0.4637858,0.4644633,5,-,1,hg_61334.1,37249362,37249280.6666667,81.3333333333333,Unique,Autosomal,close,NA,121727,1,specific
NUP155,CEG,-2.440523,-2.72153,-1.618439,-1.801135,-2.5810265,-1.709787,-1.0261769,-0.883098,-0.8254968,-1.226857,5,-,1,hg_61337.1,37371089,37371030.6666667,58.3333333333333,Unique,Autosomal,close,NA,8238,1,specific
WDR70,CEG,-3.348195,-3.083478,-2.295375,-2.378899,-3.2158365,-2.337137,-1.076002,-1.01438895,-0.874352,-1.277652,5,+,1,hg_56179.1,37379327,37379356.6666667,29.6666666666667,Unique,Autosomal,close,NA,8238,3,non-specific
GDNF,Other,-0.3155125,-0.4240879,-0.174865,-0.1356593,-0.3698002,-0.15526215,0.1802127,0.2326861,0.1383788,0.2220466,5,-,1,hg_61342.1,37839907,37839834,73,Unique,Autosomal,close,<1000,13,1,specific
GDNF-AS1,Other,0.3450783,0.2328229,0.125337,0.3473037,0.2889506,0.23632035,0.71040975,0.3095596,0.703047,0.7177725,5,+,1,hg_56185.1,37839920,37839956,36,Unique,Autosomal,close,<1000,13,1,specific
EGFLAM,Other,0.1445745,0.1236496,0.3469963,-0.193865,0.13411205,0.07656565,-0.3578658,-0.077023005,-0.5796993,-0.1360323,5,+,1,hg_56190.1,38258558,38445582,187024,Unique,Autosomal,far,NA,298087,1,specific
LIFR,Other,-0.1338249,-0.3260519,0.5715849,0.5208377,-0.2299384,0.5462113,0.4011124,0.16877745,0.349944,0.4522808,5,-,1,hg_61356.1,38556645,38556595.6666667,49.3333333333333,Unique,Autosomal,close,NA,289401,1,specific
OSMR,Other,0.1270747,-0.1017529,-0.3683644,-0.5580126,0.0126609,-0.4631885,0.322156,0.26747725,0.3960719,0.2482401,5,+,1,hg_56201.1,38846046,38846091,45,Unique,Autosomal,close,NA,228352,1,specific
RICTOR,Other,-3.904067,-3.638484,-0.9307111,-1.194875,-3.7712755,-1.06279305,-0.93610865,-0.25258365,-0.9662848,-0.9059325,5,-,1,hg_61369.1,39074398,39074338.3333333,59.6666666666667,Unique,Autosomal,close,NA,128486,1,specific
FYB,Other,0.444708,0.2396153,0.7184099,-0.04293133,0.34216165,0.337739285,-0.016903808,-0.13980725,-0.004033896,-0.02977372,5,-,1,hg_61386.1,39202884,39219506.3333333,16622.3333333333,Unique,Autosomal,far,NA,128486,1,specific
C9,Other,-0.05621529,0.1511013,0.35937,0.3531468,0.047443005,0.3562584,0.0069401125,-0.14068379,0.00685541,0.007024815,5,-,1,hg_61414.1,39424867,39424802.3333333,64.6666666666667,Unique,Autosomal,close,<1000,0,1,specific
DAB2,Other,-0.2124988,0.08511211,-0.01976825,-0.3266827,-0.063693345,-0.173225475,0.47976875,0.1650562,0.4915363,0.4680012,5,-,1,hg_61414.1,39424867,39424927,60,Unique,Autosomal,close,<1000,0,1,specific
PTGER4,Other,0.2025238,0.08186536,-0.03816367,0.128712,0.14219458,0.045274165,0.2818358,0.2172095,0.3165705,0.2471011,5,+,1,hg_56233.1,40679914,40679944,30,Unique,Autosomal,close,NA,76002,1,specific
TTC33,Other,-1.490368,-0.916598,-0.01608263,-0.3191718,-1.203483,-0.167627215,0.2448347,0.27571195,0.2029852,0.2866842,5,-,1,hg_61449.1,40755916,40755860.6666667,55.3333333333333,Unique,Autosomal,close,NA,42260,1,specific
PRKAA1,Other,0.06271367,0.3069805,0.03102168,-0.3217958,0.184847085,-0.14538706,-0.06172296,0.08313303,0.05271708,-0.176163,5,-,1,hg_61451.1,40798176,40798130,46,Unique,Autosomal,close,NA,37045,1,specific
RPL37,Other,-4.893212,-5.128628,-2.688586,-2.523158,-5.01092,-2.605872,-0.8825733,-1.33134575,-0.9904568,-0.7746898,5,-,1,hg_61458.1,40835221,40835152.6666667,68.3333333333333,Unique,Autosomal,close,NA,5959,5,non-specific
CARD6,Other,0.1242976,0.1786356,-0.03081371,-0.02854971,0.1514666,-0.02968171,-0.2835777,-0.3430822,-0.2615048,-0.3056506,5,+,1,hg_56240.1,40841180,40841414.3333333,234.333333333333,Unique,Autosomal,close,NA,5959,1,specific
C7,Other,-0.3304773,-0.02783677,-0.4984704,-0.5037915,-0.179157035,-0.50113095,-0.25381695,-0.24525655,-0.3799937,-0.1276402,5,+,1,hg_56243.1,40909496,40909553.6666667,57.6666666666667,Unique,Autosomal,close,NA,68316,1,specific
MROH2B,Other,0.2424904,0.3437347,0.3223107,-0.1794287,0.29311255,0.071441,0.2423515,0.3910978,0.1381984,0.3465046,5,-,1,hg_61461.1,41071291,41071266,25,Unique,Autosomal,close,NA,115095,1,specific
C6,Other,0.110728,0.1696793,-0.1602339,0.3832602,0.14020365,0.11151315,-0.079977865,-0.31617845,-0.01082313,-0.1491326,5,-,1,hg_61465.1,41186386,41213461.3333333,27075.3333333333,Unique,Autosomal,far,NA,115095,1,specific
PLCXD3,Other,-1.652729,-1.420867,-0.1179812,0.1312205,-1.536798,0.00661965,0.4688903,0.2025158,0.4078988,0.5298818,5,-,1,hg_61474.1,41510600,41510530.3333333,69.6666666666667,Unique,Autosomal,close,NA,324214,1,specific
OXCT1,Other,-1.581384,-1.801059,-0.9692944,-0.7719019,-1.6912215,-0.87059815,0.5728389,0.3168302,0.5494762,0.5962016,5,-,1,hg_61488.1,41870424,41870349.6666667,74.3333333333333,Unique,Autosomal,close,NA,33919,1,specific
C5orf51,Other,-0.3974388,-0.4411754,-0.3072762,0.340413,-0.4193071,0.0165684,0.480515,0.0861735,0.4990277,0.4620023,5,+,1,hg_56270.1,41904343,41904362.6666667,19.6666666666667,Unique,Autosomal,close,NA,20961,1,specific
FBXO4,Other,0.1302683,0.2171144,0.1581097,-0.02241086,0.17369135,0.06784942,-0.25329321,-0.3363658,-0.08592922,-0.4206572,5,+,1,hg_56272.1,41925304,41925352.6666667,48.6666666666667,Unique,Autosomal,close,NA,20961,1,specific
GHR,Other,0.131164,0.1670581,0.5814329,0.02435151,0.14911105,0.302892205,0.18679035,0.016510095,0.1609824,0.2125983,5,+,1,hg_56275.1,42423486,42423539.3333333,53.3333333333333,Unique,Autosomal,close,NA,333331,1,specific
CCDC152,Other,-0.5926592,-0.3619938,0.1988894,-0.05075623,-0.4773265,0.074066585,0.41187655,0.044354245,0.6006912,0.2230619,5,+,1,hg_56287.1,42756817,42756850,33,Unique,Autosomal,close,NA,283275,1,specific
ANXA2R,Other,0.063602023,0.0411261123333333,0.33861484,-0.240617232666667,0.0523640676666666,0.0489988036666665,0.44205115,0.35279065,0.5407415,0.3433608,5,-,1,hg_61537.1,43040092,43040258.6666667,166.666666666667,Unique,Autosomal,close,NA,81523,1,specific
ZNF131,CEG,-2.672823,-1.94933,-0.1362995,0.03160999,-2.3110765,-0.052344755,-0.89337185,-0.8856706,-0.7589337,-1.02781,5,+,1,hg_56332.1,43121615,43120944,671,Unique,Autosomal,close,NA,70609,1,specific
NIM1K,Other,0.06871461,0.09805656,-0.09061938,-0.3355485,0.083385585,-0.21308394,0.221409165,0.1648293,0.4380736,0.00474473,5,+,1,hg_56336.1,43192224,43192253.3333333,29.3333333333333,Unique,Autosomal,close,NA,70609,1,specific
HMGCS1,Other,-2.863768,-3.235173,-3.433413,-3.182288,-3.0494705,-3.3078505,-0.8126321,-0.9004239,-0.8772193,-0.7480449,5,-,1,hg_61561.1,43313411,43313336.6666667,74.3333333333333,Unique,Autosomal,close,NA,83716,1,specific
CCL28,Other,-0.5275197,-0.6585881,0.05571293,-0.1819651,-0.5930539,-0.063126085,-0.02866556,0.05342356,-0.035325960000000003,-0.02200516,5,-,1,hg_61564.1,43397127,43397062.3333333,64.6666666666667,Unique,Autosomal,close,NA,83716,1,specific
C5orf34,Other,-0.2901644,-0.2616516,-0.631997,-0.09291817,-0.275908,-0.362457585,0.52712765,0.182840295,0.5121884,0.5420669,5,-,1,hg_61570.1,43515079,43515112.3333333,33.3333333333333,Unique,Autosomal,close,NA,41997,1,specific
PAIP1,Other,-1.601287,-1.807415,-0.2470741,-0.2534003,-1.704351,-0.2502372,-0.3359225,-0.1962754,-0.4701632,-0.2016818,5,-,1,hg_61576.1,43557076,43556991.6666667,84.3333333333333,Unique,Autosomal,close,NA,41997,2,non-specific
NNT,Other,-1.253774,-1.343463,0.4382172,0.4708196,-1.2986185,0.4545184,0.6787036,0.058763135,0.6943355,0.6630717,5,+,1,hg_56341.1,43602692,43603238.3333333,546.333333333333,Unique,Autosomal,close,NA,45616,1,specific
FGF10,Other,-1.225702,-1.238438,-0.3746605,-0.6090903,-1.23207,-0.4918754,0.9801914,0.29666335,1.099682,0.8607008,5,-,1,hg_61590.1,44389419,44389367,52,Unique,Autosomal,close,NA,419529,1,specific
MRPS30,Other,-3.505904,-2.845436,-2.425661,-2.354375,-3.17567,-2.390018,-0.32355505,-0.16855425,-0.2378465,-0.4092636,5,+,1,hg_56349.1,44808948,44808988,40,Unique,Autosomal,close,NA,419529,1,specific
HCN1,Other,-2.118762,-2.591206,-0.3921431,-0.5233472,-2.354984,-0.45774515,0.2195117,0.2426239,0.133676,0.3053474,5,-,1,hg_61599.1,45696349,45696297.3333333,51.6666666666667,Unique,Autosomal,close,NA,887401,1,specific
EMB,Other,0.2067268,0.2559859,0.201114,-0.2663619,0.23135635,-0.03262395,-0.3379508,-0.32796765,-0.3758077,-0.3000939,5,-,1,hg_61609.1,50441384,50441211.6666667,172.333333333333,Unique,Autosomal,close,NA,225583,2,non-specific
PARP8,Other,0.03696446,0.3544767,-0.042893679999999997,-0.5381381,0.19572058,-0.29051589,-0.52221715,-0.3527742,-0.675921,-0.3685133,5,+,1,hg_56369.1,50666967,50666732.3333333,234.666666666667,Unique,Autosomal,close,NA,225583,1,specific
ISL1,Other,-0.2325951,0.02669875,-0.1984284,-0.8306363,-0.102948175,-0.51453235,0.09446478,0.067154555,0.1659392,0.02299036,5,+,1,hg_56381.1,51383447,51383494.3333333,47.3333333333333,Unique,Autosomal,close,NA,716480,1,specific
ITGA1,Other,0.07484393,-0.1451717,0.2651069,0.05336623,-0.035163885,0.159236565,0.8088518,0.2493733,0.6639967,0.9537069,5,+,1,hg_56390.1,52787952,52788006,54,Unique,Autosomal,close,NA,12159,1,specific
